"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00283704","HARRISON, NJ US","2014-07-22",,"85","70","70"
"USC00283704","HARRISON, NJ US","2014-07-23",,"90","70","73"
"USC00283704","HARRISON, NJ US","2014-07-24",,"92","71","72"
"USC00283704","HARRISON, NJ US","2014-07-25",,"81","65","70"
"USC00283704","HARRISON, NJ US","2014-07-26",,"84","68","73"
"USC00283704","HARRISON, NJ US","2014-07-27",,"82","70","71"
"USC00283704","HARRISON, NJ US","2014-07-28",,"89","70","73"
"USC00283704","HARRISON, NJ US","2014-07-29",,"85","63","68"
"USC00283704","HARRISON, NJ US","2014-07-30",,"77","60","61"
"USC00283704","HARRISON, NJ US","2014-07-31",,"82","61","64"
"USC00283704","HARRISON, NJ US","2014-08-01",,"84","64","74"
"USC00283704","HARRISON, NJ US","2014-08-02",,"85","64","65"
"USC00283704","HARRISON, NJ US","2014-08-03",,"74","65","67"
"USC00283704","HARRISON, NJ US","2014-08-04",,"76","67","70"
"USC00283704","HARRISON, NJ US","2014-08-05",,"84","67","75"
"USC00283704","HARRISON, NJ US","2014-08-06",,"90","70","73"
"USC00283704","HARRISON, NJ US","2014-08-07",,"85","64","65"
"USC00283704","HARRISON, NJ US","2014-08-08",,"85","62","63"
"USC00283704","HARRISON, NJ US","2014-08-09",,"83","63","64"
"USC00283704","HARRISON, NJ US","2014-08-10",,"86","64","67"
"USC00283704","HARRISON, NJ US","2014-08-11",,"88","67","67"
"USC00283704","HARRISON, NJ US","2014-08-12",,"88","67","74"
"USC00283704","HARRISON, NJ US","2014-08-13",,"80","68","68"
"USC00283704","HARRISON, NJ US","2014-08-14",,"83","62","62"
"USC00283704","HARRISON, NJ US","2014-08-15",,"80","59","60"
"USC00283704","HARRISON, NJ US","2014-08-16",,"75","59","62"
"USC00283704","HARRISON, NJ US","2014-08-17",,"70","62","66"
"USC00283704","HARRISON, NJ US","2014-08-18",,"84","60","60"
"USC00283704","HARRISON, NJ US","2014-08-19",,"83","60","63"
"USC00283704","HARRISON, NJ US","2014-08-20",,"83","63","71"
"USC00283704","HARRISON, NJ US","2014-08-21",,"84","66","71"
"USC00283704","HARRISON, NJ US","2014-08-22",,"82","66","67"
"USC00283704","HARRISON, NJ US","2014-08-23",,"76","66","66"
"USC00283704","HARRISON, NJ US","2014-08-24",,"75","62","62"
"USC00283704","HARRISON, NJ US","2014-08-25",,"75","60","64"
"USC00283704","HARRISON, NJ US","2014-08-26",,"90","64","70"
"USC00283704","HARRISON, NJ US","2014-08-27",,"88","67","77"
"USC00283704","HARRISON, NJ US","2014-08-28",,"93","68","68"
"USC00283704","HARRISON, NJ US","2014-08-29",,"82","59","64"
"USC00283704","HARRISON, NJ US","2014-08-30",,"79","60","67"
"USC00283704","HARRISON, NJ US","2014-08-31",,"79","67","72"
"USC00283704","HARRISON, NJ US","2014-09-01",,"92","72","75"
"USC00283704","HARRISON, NJ US","2014-09-02",,"90","75","81"
"USC00283704","HARRISON, NJ US","2014-09-03",,"94","71","71"
"USC00283704","HARRISON, NJ US","2014-09-04",,"87","65","70"
"USC00283704","HARRISON, NJ US","2014-09-05",,"88","70","75"
"USC00283704","HARRISON, NJ US","2014-09-06",,"87","75","76"
"USC00283704","HARRISON, NJ US","2014-09-07",,"93","64","64"
"USC00283704","HARRISON, NJ US","2014-09-08",,"80","62","64"
"USC00283704","HARRISON, NJ US","2014-09-09",,"75","63","64"
"USC00283704","HARRISON, NJ US","2014-09-10",,"72","63","64"
"USC00283704","HARRISON, NJ US","2014-09-11",,"78","64","72"
"USC00283704","HARRISON, NJ US","2014-09-12",,"83","61","61"
"USC00283704","HARRISON, NJ US","2014-09-13",,"78","58","59"
"USC00283704","HARRISON, NJ US","2014-09-14",,"68","51","54"
"USC00283704","HARRISON, NJ US","2014-09-15",,"71","51","52"
"USC00283704","HARRISON, NJ US","2014-09-16",,"73","52","59"
"USC00283704","HARRISON, NJ US","2014-09-17",,"70","52","52"
"USC00283704","HARRISON, NJ US","2014-09-18",,"74","52","56"
"USC00283704","HARRISON, NJ US","2014-09-19",,"78","54","56"
"USC00283704","HARRISON, NJ US","2014-09-20",,"66","56","58"
"USC00283704","HARRISON, NJ US","2014-09-21",,"74","58","66"
"USC00283704","HARRISON, NJ US","2014-09-22",,"76","65","70"
"USC00283704","HARRISON, NJ US","2014-09-23",,"71","47","52"
"USC00283704","HARRISON, NJ US","2014-09-24",,"72","52","54"
"USC00283704","HARRISON, NJ US","2014-09-25",,"70","54","59"
"USC00283704","HARRISON, NJ US","2014-09-26",,"64","54","54"
"USC00283704","HARRISON, NJ US","2014-09-27",,"77","54","57"
"USC00283704","HARRISON, NJ US","2014-09-28",,"83","57","58"
"USC00283704","HARRISON, NJ US","2014-09-29",,"86","58","66"
"USC00283704","HARRISON, NJ US","2014-09-30",,"80","65","66"
"USC00283704","HARRISON, NJ US","2014-10-01",,"70","61","62"
"USC00283704","HARRISON, NJ US","2014-10-02",,"65","59","60"
"USC00283704","HARRISON, NJ US","2014-10-03",,"68","55","56"
"USC00283704","HARRISON, NJ US","2014-10-04",,"71","56","63"
"USC00283704","HARRISON, NJ US","2014-10-05",,"64","44","44"
"USC00283704","HARRISON, NJ US","2014-10-06",,"61","43","43"
"USC00283704","HARRISON, NJ US","2014-10-07",,"72","43","64"
"USC00283704","HARRISON, NJ US","2014-10-08",,"73","63","64"
"USC00283704","HARRISON, NJ US","2014-10-09",,"74","54","56"
"USC00283704","HARRISON, NJ US","2014-10-10",,"69","47","48"
"USC00283704","HARRISON, NJ US","2014-10-11",,"64","48","53"
"USC00283704","HARRISON, NJ US","2014-10-12",,"57","43","47"
"USC00283704","HARRISON, NJ US","2014-10-13",,"63","47","51"
"USC00283704","HARRISON, NJ US","2014-10-14",,"63","51","63"
"USC00283704","HARRISON, NJ US","2014-10-15",,"77","63","69"
"USC00283704","HARRISON, NJ US","2014-10-16",,"76","67","69"
"USC00283704","HARRISON, NJ US","2014-10-17",,"76","59","60"
"USC00283704","HARRISON, NJ US","2014-10-18",,"74","57","57"
"USC00283704","HARRISON, NJ US","2014-10-19",,"70","51","51"
"USC00283704","HARRISON, NJ US","2014-10-20",,"56","39","43"
"USC00283704","HARRISON, NJ US","2014-10-21",,"61","43","53"
"USC00283704","HARRISON, NJ US","2014-10-22",,"67","51","54"
"USC00283704","HARRISON, NJ US","2014-10-23",,"56","49","50"
"USC00283704","HARRISON, NJ US","2014-10-24",,"53","49","51"
"USC00283704","HARRISON, NJ US","2014-10-25",,"65","46","46"
"USC00283704","HARRISON, NJ US","2014-10-26",,"69","46","53"
"USC00283704","HARRISON, NJ US","2014-10-27",,"64","48","49"
"USC00283704","HARRISON, NJ US","2014-10-28",,"64","48","51"
"USC00283704","HARRISON, NJ US","2014-10-29",,"72","51","57"
"USC00283704","HARRISON, NJ US","2014-10-30",,"72","44","44"
"USC00283704","HARRISON, NJ US","2014-10-31",,"60","44","45"
"USC00283704","HARRISON, NJ US","2014-11-01",,"53","44","44"
"USC00283704","HARRISON, NJ US","2014-11-02",,"45","39","41"
"USC00283704","HARRISON, NJ US","2014-11-03",,"48","38","38"
"USC00283704","HARRISON, NJ US","2014-11-04",,"61","38","51"
"USC00283704","HARRISON, NJ US","2014-11-05",,"71","51","57"
"USC00283704","HARRISON, NJ US","2014-11-06",,"64","48","48"
"USC00283704","HARRISON, NJ US","2014-11-07",,"55","47","48"
"USC00283704","HARRISON, NJ US","2014-11-08",,"54","34","34"
"USC00283704","HARRISON, NJ US","2014-11-09",,"48","34","45"
"USC00283704","HARRISON, NJ US","2014-11-10",,"58","37","37"
"USC00283704","HARRISON, NJ US","2014-11-11",,"62","37","45"
"USC00283704","HARRISON, NJ US","2014-11-12",,"63","45","56"
"USC00283704","HARRISON, NJ US","2014-11-13",,"64","37","38"
"USC00283704","HARRISON, NJ US","2014-11-14",,"49","35","35"
"USC00283704","HARRISON, NJ US","2014-11-15",,"43","30","33"
"USC00283704","HARRISON, NJ US","2014-11-16",,"42","31","33"
"USC00283704","HARRISON, NJ US","2014-11-17",,"43","33","39"
"USC00283704","HARRISON, NJ US","2014-11-18",,"48","27","27"
"USC00283704","HARRISON, NJ US","2014-11-19",,"32","20","20"
"USC00283704","HARRISON, NJ US","2014-11-20",,"34","20","34"
"USC00283704","HARRISON, NJ US","2014-11-21",,"46","26","28"
"USC00283704","HARRISON, NJ US","2014-11-22",,"36","25","26"
"USC00283704","HARRISON, NJ US","2014-11-23",,"43","26","42"
"USC00283704","HARRISON, NJ US","2014-11-24",,"62","42","62"
"USC00283704","HARRISON, NJ US","2014-11-25",,"74","58","58"
"USC00283704","HARRISON, NJ US","2014-11-26",,"58","41","41"
"USC00283704","HARRISON, NJ US","2014-11-27",,"41","32","35"
"USC00283704","HARRISON, NJ US","2014-11-28",,"37","29","29"
"USC00283704","HARRISON, NJ US","2014-11-29",,"37","25","26"
"USC00283704","HARRISON, NJ US","2014-11-30",,"45","26","45"
"USC00283704","HARRISON, NJ US","2014-12-01",,"52","45","52"
"USC00283704","HARRISON, NJ US","2014-12-02",,"66","33","33"
"USC00283704","HARRISON, NJ US","2014-12-03",,"42","33","41"
"USC00283704","HARRISON, NJ US","2014-12-04",,"45","34","36"
"USC00283704","HARRISON, NJ US","2014-12-05",,"45","31","32"
"USC00283704","HARRISON, NJ US","2014-12-06",,"41","32","41"
"USC00283704","HARRISON, NJ US","2014-12-07",,"47","37","37"
"USC00283704","HARRISON, NJ US","2014-12-08",,"41","23","24"
"USC00283704","HARRISON, NJ US","2014-12-09",,"37","24","37"
"USC00283704","HARRISON, NJ US","2014-12-10",,"43","37","39"
"USC00283704","HARRISON, NJ US","2014-12-11",,"40","30","31"
"USC00283704","HARRISON, NJ US","2014-12-12",,"37","31","32"
"USC00283704","HARRISON, NJ US","2014-12-13",,"37","32","33"
"USC00283704","HARRISON, NJ US","2014-12-14",,"44","33","38"
"USC00283704","HARRISON, NJ US","2014-12-15",,"46","32","32"
"USC00283704","HARRISON, NJ US","2014-12-16",,"49","32","38"
"USC00283704","HARRISON, NJ US","2014-12-17",,"47","38","44"
"USC00283704","HARRISON, NJ US","2014-12-18",,"55","38","38"
"USC00283704","HARRISON, NJ US","2014-12-19",,"43","36","37"
"USC00283704","HARRISON, NJ US","2014-12-20",,"38","31","31"
"USC00283704","HARRISON, NJ US","2014-12-21",,"33","31","31"
"USC00283704","HARRISON, NJ US","2014-12-22",,"36","31","35"
"USC00283704","HARRISON, NJ US","2014-12-23",,"44","35","44"
"USC00283704","HARRISON, NJ US","2014-12-24",,"47","44","45"
"USC00283704","HARRISON, NJ US","2014-12-25",,"63","45","49"
"USC00283704","HARRISON, NJ US","2014-12-26",,"53","38","38"
"USC00283704","HARRISON, NJ US","2014-12-27",,"50","36","37"
"USC00283704","HARRISON, NJ US","2014-12-28",,"56","37","43"
"USC00283704","HARRISON, NJ US","2014-12-29",,"54","36","36"
"USC00283704","HARRISON, NJ US","2014-12-30",,"42","28","28"
"USC00283704","HARRISON, NJ US","2014-12-31",,"33","25","26"
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-01",,"40","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-02",,"33","22",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-03",,"32","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-04",,"37","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-05",,"42","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-06",,"46","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-07",,"45","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-08",,"48","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-09",,"49","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-10",,"47","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-11",,"46","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-12",,"47","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-13",,"50","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-14",,"56","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-15",,"38","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-16",,"37","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-17",,"43","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-18",,"35","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-19",,"51","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-20",,"53","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-21",,"32","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-22",,"27","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-23",,"20","11",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-24",,"22","12",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-25",,"24","13",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-26",,"27","15",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-27",,"34","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-28",,"36","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-29",,"49","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-30",,"59","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-01-31",,"61","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-01",,"31","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-02",,"29","19",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-03",,"30","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-04",,"30","23",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-05",,"32","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-06",,"39","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-07",,"32","26",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-08",,"34","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-09",,"32","21",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-10",,"36","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-11",,"45","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-12",,"44","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-13",,"44","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-14",,"46","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-15",,"55","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-16",,"41","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-17",,"32","18",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-18",,"35","17",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-19",,"49","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-20",,"38","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-21",,"34","24",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-22",,"38","25",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-23",,"42","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-24",,"47","34",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-25",,"45","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-26",,"44","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-27",,"47","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-02-28",,"51","39",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-01",,"45","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-02",,"40","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-03",,"40","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-04",,"42","27",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-05",,"49","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-06",,"42","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-07",,"38","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-08",,"42","31",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-09",,"55","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-10",,"50","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-11",,"54","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-12",,"57","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-13",,"52","38",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-14",,"41","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-15",,"47","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-16",,"41","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-17",,"38","29",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-18",,"35","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-19",,"43","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-20",,"45","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-21",,"40","30",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-22",,"41","28",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-23",,"46","32",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-24",,"47","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-25",,"40","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-26",,"53","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-27",,"53","36",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-28",,"51","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-29",,"55","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-30",,"59","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-03-31",,"54","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-01",,"62","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-02",,"43","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-03",,"46","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-04",,"53","33",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-05",,"64","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-06",,"52","35",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-07",,"55","40",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-08",,"73","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-09",,"82","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-10",,"74","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-11",,"60","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-12",,"47","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-13",,"58","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-14",,"57","46",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-15",,"59","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-16",,"63","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-17",,"71","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-18",,"59","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-19",,"71","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-20",,"60","43",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-21",,"55","37",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-22",,"55","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-23",,"53","41",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-24",,"69","44",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-25",,"66","46",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-26",,"67","50",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-27",,"71","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-28",,"69","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-29",,"57","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-30",,"68","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-01",,"69","47",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-02",,"72","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-03",,"66","49",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-04",,"69","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-05",,"64","46",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-06",,"69","46",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-07",,"74","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-08",,"63","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-09",,"68","54",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-10",,"79","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-11",,"70","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-12",,"70","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-13",,"58","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-14",,"61","42",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-15",,"69","52",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-16",,"79","62",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-17",,"72","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-18",,"65","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-19",,"59","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-20",,"79","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-21",,"86","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-22",,"78","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-23",,"80","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-24",,"65","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-25",,"54","45",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-26",,"66","48",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-27",,"73","51",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-28",,"68","56",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-29",,"82","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-30",,"90","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-31",,"90","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-01",,"90","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-02",,"88","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-03",,"78","66",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-04",,"75","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-05",,"74","58",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-06",,"70","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-07",,"63","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-08",,"77","57",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-09",,"80","63",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-10",,"70","62",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-11",,"80","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-12",,"76","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-13",,"69","55",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-14",,"72","53",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-15",,"80","61",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-16",,"80","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-17",,"84","69",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-18",,"84","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-19",,"77","59",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-20",,"80","62",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-21",,"82","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-22",,"84","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-23",,"88","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-24",,"92","74",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-25",,"91","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-26",,"85","74",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-27",,"86","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-28",,"85","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-29",,"83","71",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-30",,"86","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-01",,"77","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-02",,"82","72",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-03",,"83","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-04",,"87","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-05",,"90","76",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-06",,"92","78",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-07",,"92","78",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-08",,"89","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-09",,"88","74",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-10",,"85","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-11",,"84","76",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-12",,"77","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-13",,"81","67",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-14",,"90","74",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-15",,"94","78",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-16",,"94","77",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-17",,"97","79",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-18",,"98","81",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-19",,"96","83",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-20",,"93","81",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-21",,"89","76",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-22",,"86","75",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-23",,"87","73",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-24",,"83","68",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-25",,"68","64",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-26",,"83","65",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-27",,"82","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-28",,"78","70",
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-29",,"85","69",
