ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,PartOfCumulativeCountSeries,AgeRange,Subpopulation,PlaceOfAquisition,DiagnosisCertainty,SourceName,CountValue,DOI
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-02-01,1931-02-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,17.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-02-08,1931-02-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,12.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-02-15,1931-02-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,19.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-02-22,1931-02-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,9.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-03-01,1931-03-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,22.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-03-08,1931-03-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,12.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-03-15,1931-03-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,12.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-03-22,1931-03-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,10.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-03-29,1931-04-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,8.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-04-05,1931-04-11,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,8.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-04-12,1931-04-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,21.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-04-19,1931-04-25,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,19.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-04-26,1931-05-02,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,12.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-05-03,1931-05-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,4.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-05-10,1931-05-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,28.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-05-17,1931-05-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,10.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-05-24,1931-05-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,9.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-05-31,1931-06-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,20.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-06-07,1931-06-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,16.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-06-14,1931-06-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,7.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-06-21,1931-06-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,5.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-06-28,1931-07-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,6.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-07-05,1931-07-11,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-07-12,1931-07-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-07-19,1931-07-25,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-07-26,1931-08-01,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-08-02,1931-08-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,3.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-08-09,1931-08-15,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-08-16,1931-08-22,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-08-23,1931-08-29,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-08-30,1931-09-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-09-06,1931-09-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,3.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-09-13,1931-09-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-09-20,1931-09-26,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-09-27,1931-10-03,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-10-04,1931-10-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-10-11,1931-10-17,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-10-18,1931-10-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-10-25,1931-10-31,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-11-01,1931-11-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-11-08,1931-11-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-11-15,1931-11-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-11-22,1931-11-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-11-29,1931-12-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-12-06,1931-12-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-12-13,1931-12-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-12-20,1931-12-26,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1931-12-27,1932-01-02,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-01-03,1932-01-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-01-10,1932-01-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-01-17,1932-01-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-01-24,1932-01-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-01-31,1932-02-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-02-07,1932-02-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-02-14,1932-02-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-02-21,1932-02-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-02-28,1932-03-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-03-06,1932-03-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,2.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-03-13,1932-03-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-03-20,1932-03-26,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-03-27,1932-04-02,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-04-03,1932-04-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-04-10,1932-04-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-04-17,1932-04-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-04-24,1932-04-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-05-01,1932-05-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-05-08,1932-05-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-05-15,1932-05-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-05-22,1932-05-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-05-29,1932-06-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-06-05,1932-06-11,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-06-12,1932-06-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-06-19,1932-06-25,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-06-26,1932-07-02,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-07-03,1932-07-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-07-10,1932-07-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-07-17,1932-07-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-07-24,1932-07-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-07-31,1932-08-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-08-07,1932-08-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-08-14,1932-08-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-08-21,1932-08-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-08-28,1932-09-03,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-09-04,1932-09-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-09-11,1932-09-17,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-09-18,1932-09-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-09-25,1932-10-01,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-10-02,1932-10-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-10-09,1932-10-15,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-10-16,1932-10-22,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-10-23,1932-10-29,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-10-30,1932-11-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-11-06,1932-11-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
Smallpox,67924001,Variola virus,10255,0,UNITED STATES OF AMERICA,US,INDIANA,US-IN,MARION COUNTY,INDIANAPOLIS,1932-11-13,1932-11-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.67924001
