"Year","Week","State","District","Location","Total_Cases","Outbreak_Duration"
"2015",3,"Selangor","Petaling","Seksyen 13 Teres B",16,48
"2015",3,"Selangor","Petaling","Seksyen 19 Flat 19/15A ( Blok
1 - 5 )",11,48
"2015",3,"Selangor","Petaling","Blpju 9 Sd 13 Apt Sri Meranti 2
: Blok H, J, K, L, M, N, P, Q, R",18,48
"2015",3,"Selangor","Petaling","Usj 8 (Subang Perdana
Goodyearcourt 5)",11,48
"2015",3,"Selangor","Petaling","Tmn Puchong Permai 1 ( Flat
38 Blok A )",21,48
"2015",3,"Perak","Kinta","Kg Temiang",15,47
"2015",3,"Selangor","Petaling","Seksyen 8 Teres B (Jln 8/14 - Jln 8/28)",16,47
"2015",3,"Perak","Kinta","Bdr Baru Putra Fasa 2",12,46
"2015",3,"Perak","Kinta","Kg Baru Kuala Kuang",30,46
"2015",3,"Perak","Kinta","Tmn Perpaduan",20,46
"2015",3,"Selangor","Petaling","Ktpju 1A Pprt C : Blok G, H",11,46
"2015",3,"Selangor","Petaling","Pjs 7 /7, 9,10",15,46
"2015",3,"Selangor","Petaling","Taman Kinrara 5 ( Teres
Taman Mawar )",25,46
"2015",3,"Perak","Kinta","K/B Pasir Pinji 2",8,45
"2015",3,"Selangor","Petaling","Kdpju 5 Seksyen 11",5,45
"2015",3,"Perak","Kinta","Bandar Lahat Baru",14,45
"2015",3,"Perak","Kinta","Tmn Pengkalan Barat",7,45
"2015",3,"Perak","Kinta","Tmn Bercham Raya",9,44
"2015",3,"Perak","Kinta","Tmn Pinji Mewah",11,44
"2015",3,"Perak","Kinta","Tmnstar",9,44
"2015",3,"Selangor","Petaling","Seksyen 22 (Kg Kebun Bunga)",9,44
"2015",3,"Selangor","Petaling","Tmpjs 2C Apt Medan Cahaya
( Blok A - H )",16,44
"2015",3,"Selangor","Petaling","Seksyen U19 (Tmn.Sribuloh&Rmhmrhpkns:J
Ln U19/1-
U19/12C&Rmhpngsatmn Sri
Blh)",13,44
"2015",3,"Perak","Kinta","Fair Park",34,43
"2015",3,"Perak","Kinta","Tmn Bersatu",11,43
"2015",3,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman
Jasmin",12,43
"2015",3,"Selangor","Hulu Selangor","Lokaliti 1 Bdr Baru Btg Kali",17,43
"2015",3,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 -
7/35)",30,43
"2015",3,"Selangor","Petaling","Usj 9/5",18,43
"2015",3,"P.Pinang","Timur Laut","Flat Batu Lanchang",7,42
"2015",3,"Perak","Kinta","Kg Das Tambahan 3",15,42
"2015",3,"Selangor","Hulu Langat","Seksyen 6 Bandar Sri Putra",9,42
"2015",3,"Selangor","Petaling","Seksyen 15 ( Dataran Otomobil
: Blok 1 - 18 )",11,42
"2015",3,"Selangor","Petaling","Taman Lestari Putra 5",8,42
"2015",3,"P.Pinang","Seberang Perai Tengah","Tmn Sri Janggus (Blok A6-A9)",25,41
"2015",3,"Perak","Kinta","Tmn Ipoh",9,41
"2015",3,"Perak","Kinta","Tmn Pusing Baru",7,40
"2015",3,"Perak","Kinta","Pekan Tg Tualang",9,40
"2015",3,"Selangor","Petaling","Seksyen 20 (Flat B : Blok 13 -
19)",7,40
"2015",3,"Selangor","Petaling","Blpju 6 Bu 1 ( Teres A : Jln 1/1,
1/1A, 1/9 - 1/15 )",16,40
"2015",3,"Selangor","Petaling","Blpju 9 Sd 2",8,40
"2015",3,"Selangor","Petaling","Batu 13 1/2 Kg Pasir Baru",10,40
"2015",3,"Selangor","Petaling","Bdr Puchong Jaya Jln Merpati)",9,40
"2015",3,"Sabah","Kota Kinabalu","Flat Persekutuan (Stadium
Likas)",23,40
"2015",3,"Perak","Kinta","Tmnchepor Raya",11,39
"2015",3,"Selangor","Petaling","Seksyen 24 ( Flat G : Blok 43 -
61 )",8,39
"2015",3,"Perak","Kinta","Tmn Sri Tanjung",22,39
"2015",3,"Selangor","Hulu Selangor","Apt Mawar Tbrbb",8,39
"2015",3,"Selangor","Petaling","Seksyen 20 (Teres A)",8,39
"2015",3,"Selangor","Petaling","Blpju 6A Tmn Kayu Ara Indah",10,39
"2015",3,"Selangor","Petaling","Ktpju 1A Puncak Sri Kelana
Kondo",9,39
"2015",3,"Selangor","Petaling","Usj 11/3",7,39
"2015",3,"Selangor","Petaling","Usj 6/1",8,39
"2015",3,"Perak","Kinta","Medan Klebang Prima",4,38
"2015",3,"Perak","Kinta","Tmnmeru 1B",13,38
"2015",3,"Perak","Kinta","Pekan Razaki",11,38
"2015",3,"Perak","Kinta","Rumah Pangsa Bercham",10,38
"2015",3,"Perak","Kinta","Tmn Cahaya Bercham",23,38
"2015",3,"Selangor","Petaling","Seksyen 17 (Flatpkns 17/1)",8,38
"2015",3,"Selangor","Petaling","Seksyen 20 Kuarters Polis
(Blok 5 - Blok 12)",13,38
"2015",3,"Sarawak","Sibu","Lorong 6, Taman Rajang",14,38
"2015",3,"Perak","Kinta","Tmnsyukor",13,37
"2015",3,"Selangor","Gombak","Selayang Baru",35,37
"2015",3,"Selangor","Petaling","Seksyen 9 (Kuartersipk
Selangor)",10,37
"2015",3,"Selangor","Petaling","Seksyen U5 ( Apartmentjasmin
)",13,37
"2015",3,"Selangor","Petaling","Ktpju 1A Puncak Nusa Kelana
Kondo",9,37
"2015",3,"Selangor","Hulu Langat","Apptkasawari Taman Impian
Ehsan",5,36
"2015",3,"Selangor","Hulu Langat","Jalan Taming Kiri Taman
Taming Jaya",8,36
"2015",3,"Selangor","Petaling","Seksyen 7 (Teres D : Jln 7/23 -
7/27)",11,36
"2015",3,"Selangor","Petaling","Seksyen U12 ( Desa Alam
Teres C : Jln U12/9A - U12/9F & U12/10 - U12/12 )",16,36
"2015",3,"Selangor","Petaling","Taman Lestari Putra 7",8,36
"2015",3,"Perak","Kinta","Buntong 4",17,35
"2015",3,"Perak","Kinta","Tmn Sri Ampang",8,35
"2015",3,"Sarawak","Sibu","Jalan Berjaya",9,35
"2015",3,"Selangor","Hulu Selangor","Apt Seri Kembangan Bb",4,34
"2015",3,"Selangor","Gombak","Tmn Desa Jaya",9,34
"2015",3,"Selangor","Hulu Langat","Seksyen 4 Bandar Rinching",7,34
"2015",3,"Selangor","K.Langat","Taman Melati",9,34
"2015",3,"Selangor","Petaling","Blpju 6A Rumah Pangsa Kayu
Ara",12,34
"2015",3,"Selangor","Petaling","Duss 2 ( 1 )",16,34
"2015",3,"Selangor","Petaling","Bandar Kinrara 5 ( Jalan 5/2-
5/8 )",10,34
"2015",3,"Selangor","Petaling","Bt 13 Kg Kenangan",5,34
"2015",3,"Selangor","Petaling","Sri Kembangan 6",10,34
"2015",3,"Sarawak","Sibu","Jalan Laichee",9,34
"2015",3,"Selangor","Petaling","Ktpju 3 Apt Bayu Puteri",5,33
"2015",3,"Perak","Kinta","Kg Tawas",14,33
"2015",3,"Selangor","Gombak","Tmn Ehsan",10,33
"2015",3,"Selangor","Gombak","Bdrcountryhomes Fasa 12",12,33
"2015",3,"Selangor","Hulu Langat","Taman Sri Kantan",8,33
"2015",3,"Selangor","Hulu Selangor","Lokaliti 2 Bdr Baru Btg Kali",12,33
"2015",3,"Selangor","Petaling","Blpju 6 Pangsapuri Puncak
Damansara",5,33
"2015",3,"Selangor","Petaling","Pusat Bandar Puchong (Jln
Wawasan 1)",9,33
"2015",3,"Selangor","Petaling","Ss 18/3",4,33
"2015",3,"Selangor","Petaling","Taman Sri Serdang 4 ( 18/47-
18/58 )",16,33
"2015",3,"Selangor","Petaling","Seksyen U20 ( Fasa 1B Bbsb :
Jln 1B/1 - 1D/3 )",8,33
"2015",3,"Selangor","Gombak","Kg Nakhoda",9,32
"2015",3,"Selangor","Gombak","Appt Bayu Bch",6,32
"2015",3,"Selangor","Gombak","Bdr Tasik Puteri Fasa 6",8,32
"2015",3,"Selangor","Gombak","Bdr Tasik Puteri Fasa 7",11,32
"2015",3,"Selangor","Gombak","Tmn Bersatu Gombak",12,32
"2015",3,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru
Ampang",27,32
"2015",3,"Selangor","Petaling","Seksyen 18 Teres A (Jln 18/4 -
18/6B )",4,32
"2015",3,"Selangor","Petaling","Seksyen 8 Flat B : Blok 11 - 22",4,32
"2015",3,"Selangor","Petaling","Duss 21 ( 2 )",7,32
"2015",3,"Selangor","Petaling","Ss 14/5",8,32
"2015",3,"Selangor","Klang","Sek 31 (Pangsapuri Sri
Kemuning)",6,31
"2015",3,"Selangor","Petaling","Seksyen 26 Kilang Tiong Nam",11,31
"2015",3,"Selangor","Petaling","Seksyen U5 ( Apartment Orkid
)",8,31
"2015",3,"Selangor","Petaling","Blpju 6A Kg Sg Kayu Ara 5  Jln
Teratai, Melur, Mawar, Melati",15,31
"2015",3,"Selangor","Petaling","Duss 2 ( 2 )",21,31
"2015",3,"Selangor","Petaling","Taman Sri Puchong",13,31
"2015",4,"Selangor","Petaling","Du Ss 22 ( 2 )",118,225
"2015",4,"Selangor","Petaling","Seksyen 7 (Flat A : Blok 1 - 12, Blok 38 - 43)",94,179
"2015",4,"Selangor","Petaling","Seksyen 7 (Pusat Komersial A : Jln Aa 7/Aa - Ac 7/Ac, T 7/T - Z 7/Z)",220,165
"2015",4,"Selangor","Petaling","Seksyen 7 (Flat B : Blok 13 - 37)",38,152
"2015",4,"Selangor","Hulu Langat","Jalan 3/A-R Seksyen 3 Bandar Sri Putra ",74,143
"2015",4,"Selangor","Petaling","Bl Pju 10 Apt Permai",43,140
"2015",4,"Selangor","Petaling","Usj 2/5",35,140
"2015",4,"Selangor","Petaling","Bl Pju 9 Sd 13 Apt Sri Meranti 1 : Blok A - G",37,139
"2015",4,"Selangor","Petaling","Kd Pju 5 Seksyen 5 Sepah Puteri (Jln 5/1-5/19)",28,130
"2015",4,"Selangor","Petaling","Taman Puchong Perdana (Jln Mawar)",43,125
"2015",4,"Selangor","Gombak","Kg Simpang 3",49,124
"2015",4,"Selangor","Petaling","Batu 13 Kg Sri Aman (Lorong Bestari)",48,121
"2015",4,"Selangor","Petaling","Pusat Bandar Puchong (Jln Wawasan 2)",49,119
"2015",4,"Selangor","Petaling","Sri Pjs 8 Mentari Court",67,118
"2015",4,"Selangor","Petaling","Seksyen U10 ( Alam Budiman : Jln U10/68 - U10/77B )",46,113
"2015",4,"Selangor","Petaling","Bl Pju 9 Sd 10",23,109
"2015",4,"Selangor","Petaling","Bandar Kinrara 4 ( Jln Bk 4/1 Sebahagian 4/2-4/4 )",34,109
"2015",4,"Selangor","Petaling","Bandar Kinrara 2",22,107
"2015",4,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Kiambang : Blok 21 - 27 )",30,104
"2015",4,"Selangor","Petaling","Seksyen U5 ( Pangsapuri Sri Bintang )",20,103
"2015",4,"Selangor","Petaling","Pjs 9 /1(Lagoon Perdana & Rumah Kedai)",71,97
"2015",4,"Selangor","Petaling","Seksyen U16 ( Pangsapuri Melati : Blok 11 - 20 )",21,90
"2015",4,"Selangor","Hulu Langat","Appt Sri Tanjung Seksyen 7 Bandar Baru Bangi",30,89
"2015",4,"Selangor","Petaling","Seksyen 7 (Flat C : Blok 44 - 51)",22,88
"2015",4,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana : Uitm )",26,88
"2015",4,"Selangor","Petaling","Seksyen U2 Teres C",35,88
"2015",4,"Selangor","Petaling","Taman Lestari Putra 6",28,88
"2015",4,"Selangor","Petaling","Taman Puncak Jalil 2 ( Jln Puj 2/1 - 2/18 )",26,88
"2015",4,"Selangor","Hulu Langat","Seksyen 5 Bandar Rinching",57,87
"2015",4,"Selangor","Petaling","Seksyen 6 (Teres A : Jln 6/1A - 6/1J)",25,87
"2015",4,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 1 : Blok 1, 2, 3",23,87
"2015",4,"Perak","Kinta","Kg Das Tambahan 2",55,86
"2015",4,"Selangor","Petaling","Seksyen U10 ( Puncak Perdana Teres A : Jln U10/15 - U10/29 )",48,84
"2015",4,"Selangor","Petaling","Du Ss 21 ( 3 )",28,84
"2015",4,"Selangor","Gombak","Appt Palma Bch",32,83
"2015",4,"Selangor","Hulu Langat","Jalan 3/6 Seksyen 3 Bandar Baru Bangi",41,83
"2015",4,"Selangor","Hulu Langat","Seksyen 3 Bandar Teknologi",17,83
"2015",4,"Selangor","Petaling","Bl Pju 9 Sd 8",47,83
"2015",4,"Selangor","Petaling","Kd Pju 1A Pprt A : Blok A,B,C",71,83
"2015",4,"Selangor","Petaling","Ss 18/5, 6",14,83
"2015",4,"Selangor","Petaling","Seksyen U16 ( Denai Alam Teres L : Jln U16/81 - U16/88 )",31,82
"2015",4,"Selangor","Petaling","Bl Pju 8 Apt Flora Damansara 1 ( Blok A, B )",19,82
"2015",4,"Selangor","Petaling","Taman Lestari Putra 3",61,82
"2015",4,"Selangor","Petaling","Taman Puncak Jalil 4A (Jln Puj 4/1-Puj 4/9 )",43,81
"2015",4,"Perak","Kinta","Tmn Klebang Jaya 2",52,80
"2015",4,"Selangor","Petaling","Dun Bg Seksyen 51A Flat Impian Baiduri",16,79
"2015",4,"Selangor","Petaling","Ss 15/5 (Teres)",47,77
"2015",4,"Selangor","Petaling","Seksyen 26 ( Pangsapuri Anggerik : Blok 1, 2, 3 )",26,77
"2015",4,"Perak","Kinta","Tmn Kledang Jaya",26,75
"2015",4,"Selangor","Petaling","Seksyen U5 ( Apartment Subang Suria )",26,73
"2015",4,"Perak","Kinta","Kg Baru Buntong",31,72
"2015",4,"Perak","Kinta","Kg Tengku Hussein Baru",63,72
"2015",4,"Perak","Kinta","Rpt Jelapang Baru",36,72
"2015",4,"Selangor","Petaling","Seksyen U5 ( Mutiara Subang : Apartment )",21,72
"2015",4,"Selangor","Petaling","Ss 17/1",18,72
"2015",4,"Perak","Kinta","Bdr Pulai Jaya",16,71
"2015",4,"Selangor","Petaling","Seksyen U12 ( Desa Alam Teres B : Jln U12/3 - U12/8 )",19,71
"2015",4,"Selangor","Hulu Langat","Jalan 3/13-22 Seksyen 3 Bandar Baru Bangi",27,70
"2015",4,"Perak","Kinta","Tmn Rapat Setia Baru",68,69
"2015",4,"Selangor","Petaling","Taman Lestari Putra 1",13,69
"2015",4,"Selangor","Hulu Langat","Kuis",20,68
"2015",4,"Selangor","Petaling","Seksyen 7 (Pangsapuri Baiduri)",11,68
"2015",4,"Selangor","Petaling","Bl Pju 6A Pelangi Utama Kondo",26,68
"2015",4,"Selangor","Petaling","Tm Pjs 2B Flat Desa Mentari ( Blok 9, 10 )",29,68
"2015",4,"Selangor","Gombak","Appt Casaria Bch",9,66
"2015",4,"Perak","Kinta","Tmn Chepor Jaya",26,65
"2015",4,"Selangor","Petaling","Seksyen 20 Flat Pkns A (Blok 1 - Blok 4)",23,65
"2015",4,"Selangor","Petaling","Sri Pjs 6 Flat Desa Mentari 2 : Blok 4, 5 , 6",16,65
"2015",4,"Selangor","Petaling","Ss 15/2, 3 (Teres)",29,65
"2015",4,"Selangor","Petaling","Ss 18/4",19,64
"2015",4,"P.Pinang","Timur Laut","Jalan Lim Eow Thoon",13,63
"2015",4,"P.Pinang","Timur Laut","Taman Free School",11,63
"2015",4,"Perak","Kinta","Kg Sg Tapah Tambahan",41,62
"2015",4,"Selangor","Petaling","Seksyen U2 (Pangsapuri Ilham)",46,62
"2015",4,"Selangor","Petaling","Taman Sri Serdang 3 ( 18/30 - 18/44 & 18/46)",25,61
"2015",4,"Selangor","Petaling","Usj 6/2",11,61
"2015",4,"Perak","Kinta","Tmn Ipoh Jaya",23,60
"2015",4,"Selangor","Petaling","Kd Pju 1A Pprt B : Blok D,E,F",22,60
"2015",4,"Selangor","Petaling","Seksyen 7 (Teres C : Jln 7/10 - 7/22)",10,59
"2015",4,"Selangor","Petaling","Sri Ss 5C",16,59
"2015",4,"Selangor","Petaling","Usj 2/4",11,59
"2015",4,"Perak","Kinta","Tmn Cempaka",26,58
"2015",4,"Selangor","Petaling","Seksyen 9 (Kondo Sri Mahligai)",19,58
"2015",4,"Selangor","Petaling","Taman Kinrara 5 ( Flat Taman Mawar )",10,58
"2015",4,"Selangor","Petaling","Tmn Puchong Prima (Elina) Blok A, B, C, D- 5 Tkt",12,58
"2015",4,"Perak","Kinta","Kg Sri Kinta",21,57
"2015",4,"Selangor","Hulu Langat","Jalan 3/40-49 Seksyen 3 Bandar Baru Bangi",22,57
"2015",4,"Selangor","Petaling","Ss 18/1",31,57
"2015",4,"Perak","Kinta","Tmn Desa Aman",34,56
"2015",4,"Perak","Kinta","Tmn Rishah",31,56
"2015",4,"Selangor","Petaling","Bl Pju 9 Sd 13 Apt Sri Meranti 2 : Blok H, J, K, L, M, N, P, Q, R",22,55
"2015",4,"Selangor","Hulu Langat","Taman Koperasi Sunga Chua",8,55
"2015",4,"Selangor","Petaling","Usj 8 (Subang Perdana Goodyear Court 5)",17,55
"2015",4,"Selangor","Petaling","Seksyen 8 Teres B (Jln 8/14 - Jln 8/28)",18,54
"2015",4,"Perak","Kinta","Bdr Baru Putra Fasa 2",13,53
"2015",4,"Perak","Kinta","Kg Baru Kuala Kuang",34,53
"2015",4,"Perak","Kinta","Tmn Perpaduan",23,53
"2015",4,"Selangor","Petaling","Kd Pju 1A Pprt C : Blok G, H",15,53
"2015",4,"Selangor","Petaling","Pjs 7 /7, 9,10",17,53
"2015",4,"Selangor","Petaling","Taman Kinrara 5 ( Teres Taman Mawar )",29,53
"2015",4,"Perak","Kinta","Bandar Lahat Baru",17,52
"2015",4,"Perak","Kinta","Tmn Pengkalan Barat",8,52
"2015",4,"Selangor","Hulu Selangor","Apt Anggerik Tbr Bb",12,52
"2015",4,"Selangor","Petaling","Kd Pju 5 Seksyen 11",7,52
"2015",4,"Perak","Kinta","Tmn Bercham Raya",10,51
"2015",4,"Perak","Kinta","Tmn Pinji Mewah",11,51
"2015",4,"Perak","Kinta","Tmn Star",9,51
"2015",4,"Selangor","Petaling","Tm Pjs 2C Apt Medan Cahaya ( Blok A - H )",19,51
"2015",4,"Selangor","Petaling","Seksyen U19 (Tmn Sri Buloh&Rmh Mrh Pkns:Jln U19/1- 19/12C & Rmh Pngsa Tmn Sri Blh)",15,51
"2015",4,"Selangor","Hulu Langat","Jalan Jasmin 16-22 Taman Jasmin",12,50
"2015",4,"Perak","Kinta","Fair Park",36,50
"2015",4,"Perak","Kinta","Tmn Bersatu",12,50
"2015",4,"Selangor","Hulu Selangor","Lokaliti 1 Bdr Baru Btg Kali",23,50
"2015",4,"Selangor","Petaling","Seksyen 7 (Teres E : Jln 7/29 - 7/35)",40,50
"2015",4,"Selangor","Petaling","Usj 9/5",25,50
"2015",4,"P.Pinang","Timur Laut","Flat Batu Lanchang",7,49
"2015",4,"Selangor","Hulu Langat","Seksyen 6 Bandar Sri Putra",11,49
"2015",4,"Selangor","Petaling","Seksyen 15 ( Dataran Otomobil : Blok 1 - 18 )",16,49
"2015",4,"Selangor","Petaling","Tm Pjs 2D Flat Desa Mentari ( Blok 11 )",7,49
"2015",4,"Selangor","Petaling","Taman Lestari Putra 5",10,49
"2015",4,"P.Pinang","Seberang Perai Tengah","Tmn Sri Janggus (Blok A6-A9)",32,48
"2015",4,"Perak","Kinta","Tmn Ipoh",12,48
"2015",4,"Perak","Kinta","Tmn Pusing Baru",8,47
"2015",4,"Perak","Kinta","Pekan Tg Tualang",12,47
"2015",4,"Selangor","Hulu Langat","Jalan 1/10-1/16 Taman Sri Timah",8,47
"2015",4,"Selangor","Petaling","Seksyen 20 (Flat B : Blok 13 - 19)",8,47
"2015",4,"Selangor","Petaling","Bl Pju 6 Bu 1 ( Teres A : Jln 1/1, 1/1A, 1/9 - 1/15 )",22,47
"2015",4,"Selangor","Petaling","Bl Pju 9 Sd 2",9,47
"2015",4,"Selangor","Petaling","Batu 13 1/2 Kg Pasir Baru",11,47
"2015",4,"Sabah","Kota Kinabalu","Flat Persekutuan (Stadium Likas)",23,47
"2015",4,"Selangor","Petaling","Usj 6/1",8,46
"2015",4,"Perak","Kinta","Tmn Sri Tanjung",23,46
"2015",4,"Selangor","Petaling","Seksyen 20 (Teres A)",10,46
"2015",4,"Selangor","Petaling","Bl Pju 6A Tmn Kayu Ara Indah",16,46
"2015",4,"Selangor","Petaling","Kd Pju 1A Puncak Sri Kelana Kondo",10,46
"2015",4,"Selangor","Petaling","Usj 11/3",10,46
"2015",4,"Sarawak","Sibu","Lorong 6, Taman Rajang",14,45
"2015",4,"Perak","Kinta","Pekan Razaki",12,45
"2015",4,"Perak","Kinta","Rumah Pangsa Bercham",15,45
"2015",4,"Perak","Kinta","Tmn Cahaya Bercham",28,45
"2015",4,"Selangor","Petaling","Seksyen 17 (Flat Pkns 17/1)",9,45
"2015",4,"Selangor","Petaling","Seksyen 20 Kuarters Polis (Blok 5 - Blok 12)",16,45
"2015",4,"Perak","Kinta","Tmn Syukor",14,44
"2015",4,"Selangor","Gombak","Selayang Baru",44,44
"2015",4,"Selangor","Petaling","Seksyen U5 ( Apartment Jasmin )",15,44
"2015",4,"Selangor","Hulu Langat","Appt Kasawari Taman Impian Ehsan",5,43
"2015",4,"Selangor","Hulu Langat","Jalan Taming Kiri Taman Taming Jaya",9,43
"2015",4,"Selangor","Petaling","Seksyen 7 (Teres D : Jln 7/23 - 7/27)",16,43
"2015",4,"Selangor","Petaling","Seksyen U12 ( Desa Alam Teres C : Jln U12/9A - U12/9F & U12/10 - U12/12 )",20,43
"2015",4,"Selangor","Petaling","Taman Lestari Putra 7",9,43
"2015",4,"Perak","Kinta","Buntong 4",18,42
"2015",4,"Perak","Kinta","Tmn Sri Ampang",9,42
"2015",4,"Sarawak","Sibu","Jalan Berjaya",11,42
"2015",4,"Selangor","Gombak","Tmn Desa Jaya",11,41
"2015",4,"Selangor","Hulu Selangor","Apt Seri Kembangan Bb",5,41
"2015",4,"Selangor","Kuala Langat","Taman Melati",15,41
"2015",4,"Selangor","Petaling","Seksyen 10 (Teres B : Jln 10/10 - 10/14)",6,41
"2015",4,"Selangor","Petaling","Bl Pju 6A Rumah Pangsa Kayu Ara",13,41
"2015",4,"Selangor","Petaling","Du Ss 2 ( 1 )",20,41
"2015",4,"Selangor","Petaling","Bandar Kinrara 5 ( Jalan 5/2-5/8 )",15,41
"2015",4,"Selangor","Petaling","Bt 13 Kg Kenangan",6,41
"2015",4,"Selangor","Hulu Langat","Seksyen 4 Bandar Rinching",7,41
"2015",4,"Sarawak","Sibu","Jalan Lai Chee",9,41
"2015",4,"Selangor","Petaling","Sri Kembangan 6",12,41
"2015",4,"Selangor","Hulu Selangor","Lokaliti 2 Bdr Baru Btg Kali",12,40
"2015",4,"Perak","Kinta","Kg Tawas",19,40
"2015",4,"Selangor","Gombak","Tmn Bidara Fasa 1",7,40
"2015",4,"Selangor","Gombak","Tmn Ehsan",10,40
"2015",4,"Selangor","Gombak","Bdr Country Homes Fasa 12",14,40
"2015",4,"Selangor","Petaling","Jgn Guna - Bl Pju 6 Pangsapuri Puncak Damansara",6,40
"2015",4,"Selangor","Petaling","Pusat Bandar Puchong (Jln Wawasan 1)",11,40
"2015",4,"Selangor","Petaling","Ss 18/3",5,40
"2015",4,"Selangor","Petaling","Taman Sri Serdang 4 ( 18/47-18/58 )",21,40
"2015",4,"Selangor","Petaling","Seksyen U20 ( Fasa 1B Bbsb : Jln 1B/1 - 1D/3 )",10,40
"2015",4,"Selangor","Gombak","Kg Nakhoda",12,39
"2015",4,"Selangor","Gombak","Bdr Tasik Puteri Fasa 6",12,39
"2015",4,"Selangor","Gombak","Bdr Tasik Puteri Fasa 7",14,39
"2015",4,"Selangor","Gombak","Tmn Bersatu Gombak",12,39
"2015",4,"Selangor","Hulu Langat","Flat Sri Nilam Bandar Baru Ampang",35,39
"2015",4,"Selangor","Petaling","Du Ss 21 ( 2 )",10,39
"2015",4,"Selangor","Petaling","Ss 14/5",9,39
"2015",4,"Selangor","Klang","Sek 31 (Pangsapuri Sri Kemuning)",8,38
"2015",4,"Selangor","Petaling","Seksyen 26 ( Kilang Tiong Nam )",14,38
"2015",4,"Selangor","Petaling","Seksyen U5 ( Apartment Orkid )",9,38
"2015",4,"Selangor","Petaling","Seksyen 19 Jalan 19/3 Flat A ( Blok 1-5 )",5,38
"2015",4,"Selangor","Petaling","Bl Pju 6A Kg Sg Kayu Ara 5 ( Jln Teratai, Melur, Mawar, Melati )",17,38
"2015",4,"Selangor","Petaling","Du Ss 2 ( 2 )",29,38
"2015",4,"Selangor","Petaling","Taman Sri Puchong",16,38
"2015",4,"Perak","Kinta","Kg Sg Tapah",13,37
"2015",4,"Perak","Kinta","Tmn Kledang",8,37
"2015",4,"Perak","Kinta","Tmn Tawas Permai",9,37
"2015",4,"Selangor","Gombak","Kg Baru Kundang",19,37
"2015",4,"Selangor","Hulu Selangor","Lokaliti 5 Bdr Baru Btg Kali",7,37
"2015",4,"Selangor","Petaling","Seksyen 16 ( Pangsapuri Anggerik Indah )",8,37
"2015",4,"Selangor","Petaling","Seksyen U3 (Pangsapuri Daisy A : Blok 1 - 2 )",8,37
"2015",4,"Selangor","Petaling","Seksyen 4 (Teres B : Jln 4/3 - 4/3F)",5,37
"2015",4,"Selangor","Petaling","Usj 1/1",11,37
"2015",4,"Selangor","Petaling","Usj 11/2",16,37
"2015",4,"Selangor","Petaling","Usj 2/2",13,37
"2015",4,"Selangor","Petaling","Seksyen U6 ( Kg Melayu Subang A : Jln Bukit Badak )",9,37
"2015",4,"Perak","Kinta","Tmn Bertuah",11,37
"2015",4,"Perak","Kinta","Tmn Putra Indah",4,36
"2015",4,"Perak","Kinta","Tmn Tasek Mewah",9,36
"2015",4,"Selangor","Gombak","Kg Sg Kertas",7,36
"2015",4,"Selangor","Petaling","Bl Pju 6A Puncak Damansara Kondo",22,36
"2015",4,"Selangor","Petaling","Ss 18/2",7,36
"2015",4,"Selangor","Petaling","Usj 11/4",7,36
"2015",4,"Selangor","Hulu Langat","Jalan Suadamai 6 Bandar Tun Hussein Onn",9,35
"2015",4,"Perak","Kinta","Tmn Kledang Suria",5,35
"2015",4,"Selangor","Petaling","Tm Pjs 1 Flat Tmn Petaling Utama ( Jln Pjs 1/35 )",11,35
"2015",4,"Selangor","Gombak","Tmn Bkt Rawang Jaya",5,34
"2015",4,"Selangor","Hulu Langat","Flat Baru Ampang Saujana Taman Ampang Saujana",6,34
"2015",4,"Selangor","Hulu Langat","Jalan 2 Taman Sri Haneco",7,34
"2015",4,"Selangor","Petaling","Seksyen 19 (Teres B : Jln 19/4 - 19/7B)",6,34
"2015",4,"Selangor","Petaling","Seksyen 28 ( Flat A : Blok 1, 3, 5, 7, 9, 11, 13, 15, 17, 19 )",8,34
"2015",4,"Selangor","Petaling","Du Ss 2( 3 )",8,34
"2015",4,"Selangor","Petaling","Kt Ss 9A 2 ( Jln 9A/1,2,4,13,14,15,16,18,19 )",8,34
"2015",4,"Selangor","Petaling","Tm Pjs 3 Tmn Medan Baru ( Teres C : Jln Medan 11, 12, 13, 14, 15 )",8,34
"2015",4,"Selangor","Petaling","Taman Lestari Putra 4",6,34
"2015",4,"Selangor","Petaling","Usj 1 (Angsana Appt)",12,34
"2015",4,"P.Pinang","Timur Laut","Flat Hamna (Blok A-J)",5,33
"2015",4,"Selangor","Gombak","Flat Pinggiran Bt Caves",6,33
"2015",4,"Selangor","Gombak","Tmn Bkt Indah Fasa 1",11,33
"2015",4,"Selangor","Gombak","Tmn Rawang Perdana",11,33
"2015",4,"Selangor","Hulu Langat","Permai Puteri Condo Taman Dato Ahmad Razali",8,33
"2015",4,"Selangor","Klang","Kg Sg Udang ( Lot 1723)",4,33
"2015",4,"Selangor","Petaling","Seksyen 6 (Flat A : Blok 3 - 8)",7,33
"2015",4,"Selangor","Petaling","Ss 15/6",5,33
